"Numero";"Nimi";"Pullokoko";"Hinta";"Litrahinta";"Tyyppi";"Luonnehdinta";"Pakkaustyyppi";"ProsAlkohol";"EurPerLAlkohol"
"945096";"Adrianna Vineyard Fortuna Terrae Malbec 2015";"0.75";"84.96";"113.28";"punaviinit";"Täyteläinen, tanniininen, karhunvatukkainen, mausteinen, aromikas";"pullo";"14.0";"809.14"
"935635";"Adrianna Vineyard River Stones Malbec 2016";"0.75";"124.91";"166.55";"punaviinit";"Täyteläinen, tanniininen, boysenmarjainen, mustikkainen, vadelmainen";"pullo";"13.5";"1233.68"
"440567";"Alamos Malbec Organic 2019";"0.75";"10.99";"14.52";"punaviinit";"Täyteläinen, keskitanniininen, luumuhilloinen, kypsän karpaloinen, hennon kukkainen, mausteinen";"pullo";"13.5";"108.54"
"424107";"Alamos Tempranillo 2016";"0.75";"10.99";"14.52";"punaviinit";"Keskitäyteläinen, keskitanniininen, luumuinen, karhunvatukkainen, karpaloinen, mokkainen, hennon yrttinen";"pullo";"12.5";"117.23"
"921767";"Argento Organic Malbec Reserva 2015";"0.75";"14.98";"19.84";"punaviinit";"Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, mansikkahilloinen, karpaloinen, yrttinen, mausteinen";"pullo";"14.0";"142.67"
"402217";"Argento Paraje Altamira Organic Malbec 2014";"0.75";"30.27";"40.36";"punaviinit";"Täyteläinen, tanniininen, tumman kirsikkainen, karhunvatukkainen, viikunainen, kevyen orvokkinen, mausteinen, tyylikäs, tasapainoinen";"pullo";"14.0";"288.29"
"941387";"Argento Reserva Cabernet Franc 2014";"0.75";"14.99";"19.99";"punaviinit";"Täyteläinen, keskitanniininen, mustaherukkainen, vadelmainen, pippurinen";"pullo";"14.0";"142.76"
"451687";"Argento Seleccion Malbec 2018";"0.75";"10.48";"13.84";"punaviinit";"Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, metsämansikkainen, kevyen mausteinen";"pullo";"13.5";"103.51"
"924067";"Beefsteak Club Malbec 2019";"0.75";"10.99";"14.52";"punaviinit";"Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, mausteinen";"pullo";"13.5";"108.54"
"903027";"Beefsteak Club Reserve Malbec 2016";"0.75";"24.99";"33.32";"punaviinit";"Täyteläinen, keskitanniininen, tumman kirsikkainen, mausteinen, vaniljainen";"pullo";"14.5";"229.79"
"454597";"BenMarco Expresivo 2017";"0.75";"29.99";"39.85";"punaviinit";"Täyteläinen, tanniininen, herukkainen, viikunainen, boysenmarjainen, luumuinen, kevyen suklainen, tamminen";"pullo";"14.5";"275.77"
"954657";"Bodega Piedra Negra Malbec Alta Coleccion 2019";"0.75";"12.90";"17.07";"punaviinit";"Täyteläinen, tanniininen, marjainen, mausteinen";"pullo";"14.0";"122.86"
"430097";"Bodega Piedra Negra Merlot Reserve 2015";"0.75";"13.69";"18.12";"punaviinit";"Täyteläinen, tanniininen, herukkahilloinen, tumman luumuinen, mausteinen, hennon mokkainen, tamminen";"pullo";"14.5";"125.89"
"935176";"Bodega Vistalba Arido Malbec 2017";"0.75";"14.70";"19.6";"punaviinit";"Täyteläinen, keskitanniininen, karhunvatukkahilloinen, kirsikkainen, nahkainen";"pullo";"14.5";"135.17"
"004551";"Caballo de Mendoza";"0.75";"7.59";"9.99";"punaviinit";"Keskitäyteläinen, keskitanniininen, kevyen kirsikkainen, mansikkainen, mausteinen";"pullo";"14.0";"72.29"
"487307";"Cameleon Organic Cabernet Sauvignon 2019";"0.75";"10.99";"14.52";"punaviinit";"Täyteläinen, keskitanniininen, herukkainen, kirsikkainen, karhunvatukkainen, kevyen kaakaoinen, paahteinen";"pullo";"14.0";"104.67"
"931718";"Caro 2015";"0.75";"54.98";"73.31";"punaviinit";"Täyteläinen, tanniininen, luumuinen, mokkainen, setrinen";"pullo";"14.0";"523.62"
"930018";"Catena Alta Cabernet Sauvignon 2009";"0.75";"39.98";"53.17";"punaviinit";"Täyteläinen, tanniininen, boysenmarjainen, eukalyptuksinen, mustaherukkainen";"pullo";"14.0";"380.76"
"438717";"Catena Cabernet Sauvignon 2015";"0.75";"15.98";"21.17";"punaviinit";"Täyteläinen, tanniininen, hapankirsikkainen, herukkainen, kevyen lääkeyrttinen, hennon tamminen";"pullo";"13.0";"163.9"
"906487";"Catena Malbec 2017";"0.75";"19.00";"25.33";"punaviinit";"Täyteläinen, tanniininen, marjainen, mausteinen";"pullo";"13.5";"187.65"
"496077";"Chakana Nuna Tetrada 2019";"0.75";"15.99";"21.19";"punaviinit";"Täyteläinen, tanniininen, karhunvatukkainen, luumuinen, tumman kirsikkainen, kevyen oliivinen, mustapippurinen, tamminen";"pullo";"14.0";"152.29"
"480037";"Chakana Nuna Vineyard Cabernet Franc 2018";"0.75";"14.98";"19.84";"punaviinit";"Täyteläinen, tanniininen, tumman kirsikkainen, kypsän karhunvatukkainen, herukkainen, mustapippurinen, kaakaoinen, kevyen tamminen";"pullo";"14.0";"142.67"
"410098";"Chill Out Malbec Argentina 2018 muovipullo";"1.0";"13.28";"12.88";"punaviinit";"Täyteläinen, keskitanniininen, tumman kirsikkainen, karhunvatukkainen, luumuinen, kevyen mausteinen";"muovipullo";"13.0";"102.15"
"923877";"Comuna Malbec 2017";"0.75";"9.98";"13.17";"punaviinit";"Täyteläinen, keskitanniininen, karhunvatukkainen, kirsikkainen, puolukkainen, mausteinen, hennon kukkainen";"pullo";"12.5";"106.45"
"448847";"Domaine Bousquet Ameri Single Vineyard 2015";"0.75";"32.90";"43.73";"punaviinit";"Täyteläinen, tanniininen, tumman kirsikkainen, karpaloinen, tummasuklainen, mustapippurinen, tamminen, tasapainoinen";"pullo";"14.5";"302.53"
"422587";"Domaine Bousquet Gaia Organic 2017";"0.75";"13.69";"18.12";"punaviinit";"Täyteläinen, tanniininen, tumman kirsikkainen, mustaherukkahilloinen, kevyen luumuinen, mausteinen, tamminen, lämmin";"pullo";"14.5";"125.89"
"450517";"Domaine Bousquet Reserve Organic Malbec 2019";"0.75";"15.98";"21.17";"punaviinit";"Täyteläinen, tanniininen, tumman kirsikkainen, kypsän mustaherukkainen, pensasmustikkainen, neilikkainen, tamminen, lämmin";"pullo";"14.5";"146.94"
"928127";"Domaine Bousquet Reserve Organic Pinot Noir 2017";"0.75";"14.98";"19.84";"punaviinit";"Keskitäyteläinen, keskitanniininen, kirsikkainen, marjainen";"pullo";"14.5";"137.75"
"466657";"Domaine Bousquet Virgen Organic Malbec 2020";"0.75";"13.99";"18.52";"punaviinit";"Täyteläinen, keskitanniininen, boysenmarjainen, tumman kirsikkainen, herukkainen, kevyen metsämarjainen, hennon yrttinen";"pullo";"14.5";"128.64"
"955194";"Doña Paula Estate Malbec 2019";"0.75";"16.99";"22.65";"punaviinit";"Täyteläinen, keskitanniininen, aromikas, luumuinen, mustikkainen";"pullo";"14.5";"156.23"
"405507";"Doña Paula Syrah 2016";"0.75";"10.99";"14.52";"punaviinit";"Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, luumuinen, mausteinen";"pullo";"13.5";"108.54"
"955287";"Elsa Bianchi Malbec 2018";"0.75";"10.11";"13.35";"punaviinit";"Keskitäyteläinen, keskitanniininen, marjainen, mausteinen, aromikas";"pullo";"13.5";"99.85"
"901277";"Emma Zuccardi Bonarda 2017";"0.75";"29.98";"39.97";"punaviinit";"Täyteläinen, tanniininen, aromikas, mausteinen, kirsikkainen";"pullo";"13.0";"307.49"
"456707";"Famiglia Bianchi Malbec 2019";"0.75";"12.90";"17.07";"punaviinit";"Täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, kevyen luumuinen, suklainen, hennon tervainen";"pullo";"14.5";"118.62"
"006504";"Finca Flichman Caballero de la Cepa Cabernet Sauvignon 2015";"0.75";"9.77";"12.89";"punaviinit";"Keskitäyteläinen, keskitanniininen, karpaloinen, tumman kirsikkainen, yrttinen, kevyen minttuinen, hennon havuinen";"pullo";"14.0";"93.05"
"006404";"Finca Flichman Shiraz Roble 2015";"0.75";"9.43";"12.44";"punaviinit";"Keskitäyteläinen, keskitanniininen, kirsikkainen, kypsän karpaloinen, timjaminen, kevyen mausteinen";"pullo";"12.5";"100.59"
"431787";"Fuzion Organic Malbec 2019";"0.75";"9.98";"13.17";"punaviinit";"Täyteläinen, keskitanniininen, mustikkahilloinen, punaherukkainen, kevyen vadelmainen, hennon havuinen";"pullo";"13.5";"98.57"
"458667";"Fuzion The Coffee Shop Red Blend 2019";"0.75";"10.99";"14.52";"punaviinit";"Keskitäyteläinen, keskitanniininen, kirsikkahilloinen, metsämansikkainen, mokkainen, maitosuklainen, vaniljainen";"pullo";"14.5";"101.06"
"950851";"Graffigna Centenario Malbec 2018";"0.75";"13.09";"17.32";"punaviinit";"Täyteläinen, keskitanniininen, luumuinen, mausteinen, tumman kirsikkainen";"pullo";"13.5";"129.28"
"462537";"Gran Mascota Cabernet Sauvignon 2017";"0.75";"22.99";"30.65";"punaviinit";"Täyteläinen, tanniininen, mustaherukkainen, boysenmarjainen, tumman luumuinen, kaakaoinen, tamminen, pitkä";"pullo";"14.0";"218.95"
"480007";"Kaiken Estate Malbec 2018";"0.75";"10.99";"14.52";"punaviinit";"Keskitäyteläinen, keskitanniininen, mesimarjainen, kirsikkainen, mustikkainen, kevyen neilikkainen, hennon kukkainen";"pullo";"14.0";"104.67"
"495047";"La Mascota Dark Bat Syrah 2019";"0.75";"11.99";"15.85";"punaviinit";"Täyteläinen, keskitanniininen, herukkainen, boysenmarjainen, tumman luumuinen, kevyen kaakaoinen, mausteinen";"pullo";"13.5";"118.42"
"949332";"La Mascota Unanime Gran Vino Tinto 2017";"0.75";"24.99";"33.32";"punaviinit";"Täyteläinen, tanniininen, mausteinen";"pullo";"14.5";"229.79"
"460107";"Luigi Bosca Cabernet Franc  2015";"0.75";"20.48";"27.17";"punaviinit";"Täyteläinen, tanniininen, hapankirsikkainen, viikunainen, karpaloinen, herukkainen, yrttinen, tamminen";"pullo";"14.0";"195.05"
"430377";"Luigi Bosca Cabernet Sauvignon 2018";"0.75";"17.98";"23.84";"punaviinit";"Täyteläinen, tanniininen, kypsän karpaloinen, hapankirsikkainen, kevyen viikunainen, hennon tallinen, tamminen";"pullo";"14.0";"171.24"
"466907";"Luigi Bosca Malbec 2018";"0.75";"20.48";"27.17";"punaviinit";"Täyteläinen, keskitanniininen, karhunvatukkahilloinen, hapankirsikkainen, kevyen salmiakkinen, hennon havuinen, lämmin";"pullo";"14.5";"188.32"
"910867";"Masi Tupungato Passo Doble 2018";"0.75";"14.99";"19.99";"punaviinit";"Täyteläinen, keskitanniininen, marjainen, mausteinen";"pullo";"13.5";"148.05"
"422337";"Mendel Cabernet Franc 2017";"0.75";"29.50";"39.33";"punaviinit";"Täyteläinen, erittäin tanniininen, tumman kirsikkainen, mustaherukkainen, boysenmarjainen, suklainen, hennon lyijykynäinen, tamminen, lämmin, pitkä";"pullo";"14.5";"271.26"
"400127";"Mendel Malbec 2018";"0.75";"29.50";"39.33";"punaviinit";"Täyteläinen, tanniininen, karhunvatukkahilloinen, tumman luumuinen, mustikkainen, kevyen mustaherukkainen, pippurinen, tamminen, runsas, pitkä";"pullo";"14.5";"271.26"
"939907";"Milamore 2015";"0.75";"24.99";"33.19";"punaviinit";"Täyteläinen, keskitanniininen, tumman kirsikkainen, mansikkainen, mustaherukkainen, luumuhilloinen, mausteinen";"pullo";"13.5";"246.81"
"910697";"Navarro Correas Colección Privada Malbec 2019";"0.75";"13.49";"17.85";"punaviinit";"Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, boysenmarjainen, kevyen minttuinen, hennon paahteinen";"pullo";"13.5";"133.23"
"926727";"Navarro Correas Reserve Cabernet Sauvignon 2016";"0.75";"16.68";"22.11";"punaviinit";"Täyteläinen, tanniininen, mustaherukkainen, luumuinen, tamminen";"pullo";"14.0";"158.86"
"955777";"Navarro Correas Reserve Malbec 2017";"0.75";"16.68";"22.11";"punaviinit";"Täyteläinen, tanniininen, kirsikkainen, luumuinen, pippurinen";"pullo";"14.0";"158.86"
"459657";"Nieto Senetiner Malbec 2018";"0.75";"12.90";"17.07";"punaviinit";"Keskitäyteläinen, keskitanniininen, boysenmarjainen, kirsikkainen, karpaloinen, mausteinen, hennon kukkainen";"pullo";"13.5";"127.41"
"445147";"Norton Barrel Select Cabernet Sauvignon 2020";"0.75";"12.48";"16.51";"punaviinit";"Täyteläinen, keskitanniininen, mustaherukkainen, tumman kirsikkainen, kevyen vadelmainen, mausteinen, hennon salmiakkinen";"pullo";"14.0";"118.86"
"464277";"Norton Barrel Select Malbec 2020";"0.75";"10.99";"14.52";"punaviinit";"Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, kypsän karpaloinen, mausteinen, kevyen tamminen";"pullo";"14.0";"104.67"
"432417";"Norton Privada 2017";"0.75";"15.98";"21.17";"punaviinit";"Täyteläinen, erittäin tanniininen, mustaherukkainen, tumman kirsikkainen, karhunvatukkainen, karpaloinen, hennon nahkainen, mausteinen";"pullo";"14.5";"146.94"
"922217";"Norton Reserva Malbec 2018";"0.75";"14.98";"19.84";"punaviinit";"Täyteläinen, tanniininen, karhunvatukkainen, kirsikkainen, kevyen suklainen, hennon setrinen, mausteinen";"pullo";"14.5";"137.75"
"913707";"Paula Malbec 2019";"0.75";"10.99";"14.52";"punaviinit";"Täyteläinen, keskitanniininen, hedelmäinen, mausteinen, aromikas";"pullo";"13.5";"108.54"
"909812";"Pedro Del Castillo Red Blend 2018";"0.75";"12.98";"17.17";"punaviinit";"Täyteläinen, keskitanniininen, tumman kirsikkainen, mustaherukkainen, mausteinen";"pullo";"13.5";"128.2"
"902485";"Poligonos San Pablo Cabernet Franc 2019";"0.75";"27.99";"37.32";"punaviinit";"Täyteläinen, keskitanniininen, karpaloinen, tumman kirsikkainen, yrttinen";"pullo";"14.0";"266.57"
"915664";"Renacer Milamore 2015";"0.375";"14.98";"39.68";"punaviinit";"Keskitäyteläinen, keskitanniininen, herukkainen, tumman kirsikkainen, hennon paprikainen, kevyen mausteinen";"pullo";"14.0";"285.33"
"946347";"Renacer Punto Final Malbec 2019";"0.75";"13.99";"18.52";"punaviinit";"Keskitäyteläinen, keskitanniininen, kirsikkainen, mustikkainen, kevyen metsämansikkainen, hennon kukkainen, yrttinen";"pullo";"14.0";"133.24"
"917645";"Renacer Repasso Malbec Blended 2018";"0.75";"14.98";"19.84";"punaviinit";"Täyteläinen, keskitanniininen, karhunvatukkainen, luumuinen, kukkainen";"pullo";"14.0";"142.67"
"414647";"Ruca Malen Kinien Cabernet Sauvignon 2012";"0.75";"25.59";"33.99";"punaviinit";"Erittäin täyteläinen, tanniininen, mustaherukkainen, boysenmarjahilloinen, tumman kirsikkainen, kaakaoinen, kevyen setrinen, tamminen, runsas, pitkä";"pullo";"14.1";"241.99"
"437577";"Santa Julia Colección Malbec 2018";"0.75";"8.99";"11.85";"punaviinit";"Täyteläinen, keskitanniininen, luumuinen, tumman kirsikkainen, karhunvatukkahilloinen, mausteinen, kevyen kaakaoinen";"pullo";"13.5";"88.79"
"905161";"Santa Julia El Burro Natural Malbec 2020";"0.75";"16.99";"22.65";"punaviinit";"Täyteläinen, keskitanniininen, kirsikkainen, luumuinen, herukkainen";"pullo";"13.0";"174.26"
"907152";"Santa Julia Malbec 2020";"0.187";"3.59";"19.2";"punaviinit";"Keskitäyteläinen, keskitanniininen, vadelmainen, kirsikkainen, herukkainen, suklainen, mokkainen";"pullo";"14.0";"137.13"
"934332";"Santa Julia Organic Malbec 2019";"0.75";"10.98";"14.64";"punaviinit";"Keskitäyteläinen, keskitanniininen, karhunvatukkainen, marjainen, mustaherukkainen";"pullo";"13.5";"108.44"
"485958";"Santa Julia Organic Malbec 2020 kartonkitölkki";"1.0";"10.89";"10.89";"punaviinit";"Keskitäyteläinen, keskitanniininen, boysenmarjainen, karpalohilloinen, kevyen paahteinen";"kartonkitölkki";"13.0";"83.77"
"453727";"Santa Julia Pinot Noir Flores Negras 2019";"0.75";"15.98";"21.31";"punaviinit";"Keskitäyteläinen, keskitanniininen, kypsän punaherukkainen, vadelmainen, kirsikkainen, kevyen mausteinen";"pullo";"13.0";"163.9"
"490777";"Susana Balbo Crios Malbec 2017";"0.75";"15.98";"21.17";"punaviinit";"Täyteläinen, tanniininen, herukkainen, kirsikkahilloinen, boysenmarjainen, tummasuklainen, pippurinen, kevyen tamminen";"pullo";"13.5";"157.83"
"457117";"Tension La Ribera Cabernet Sauvignon Cabernet Franc 2019";"0.75";"14.98";"19.84";"punaviinit";"Täyteläinen, tanniininen, tumman kirsikkainen, mesimarjainen, mustaherukkainen, kaakaoinen, tamminen";"pullo";"14.0";"142.67"
"490817";"Trapiche Malkina Merlot Syrah Tannat 2019";"0.75";"9.48";"12.51";"punaviinit";"Keskitäyteläinen, keskitanniininen, karhunvatukkainen, mustaherukkainen, yrttinen, hennon lakritsinen";"pullo";"13.5";"93.63"
"412307";"Trapiche Pinot Noir Oak Cask 2019";"0.75";"9.98";"13.17";"punaviinit";"Keskitäyteläinen, keskitanniininen, kirsikkainen, kypsän karpaloinen, hennon lääkeyrttinen, kevyen tamminen";"pullo";"13.5";"98.57"
"936057";"Trapiche Pure Black Malbec 2019";"0.75";"13.48";"17.84";"punaviinit";"Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, luumuinen, karpaloinen, puinen, kevyen yrttinen";"pullo";"14.0";"128.38"
"931468";"Trapiche Terroir Series Finca Coletto Malbec 2014";"0.75";"29.98";"39.97";"punaviinit";"Erittäin täyteläinen, tanniininen, mustaherukkainen, mausteinen, tamminen";"pullo";"15.0";"266.49"
"928177";"Trivento Golden Reserve Malbec 2017";"0.75";"16.99";"22.52";"punaviinit";"Täyteläinen, keskitanniininen, kypsän boysenmarjainen, tumman kirsikkainen, kevyen mokkainen, tamminen";"pullo";"14.5";"156.23"
"475277";"Tucumen Cabernet Sauvignon Reserva 2015";"0.75";"15.99";"21.19";"punaviinit";"Täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, karhunvatukkainen, hennon viikunainen, mustapippurinen, kevyen tamminen";"pullo";"14.0";"152.29"
"401007";"Ver Sacrum Garnacha 2018";"0.75";"20.98";"27.97";"punaviinit";"Kevyt, keskitanniininen, kypsän karpaloinen, karhunvatukkainen, hapankirsikkainen, yrttinen, kevyen pippurinen";"pullo";"13.0";"215.18"
"499857";"Ver Sacrum Monastrell 2018";"0.75";"20.98";"27.97";"punaviinit";"Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, karpaloinen, vadelmainen, timjaminen, kevyen mausteinen";"pullo";"13.0";"215.18"
"940698";"Weinert Carrascal 2017";"0.75";"14.98";"19.84";"punaviinit";"Täyteläinen, keskitanniininen, karhunvatukkainen, viikunainen, luumuinen, nahkainen";"pullo";"14.0";"142.67"
"944577";"Zuccardi Concreto Malbec 2019";"0.75";"29.98";"39.97";"punaviinit";"Täyteläinen, keskitanniininen, mausteinen, tamminen, vaniljainen";"pullo";"14.0";"285.52"
"909613";"Zuccardi Finca Piedra Infinita 2016";"0.75";"169.99";"226.65";"punaviinit";"Täyteläinen, keskitanniininen, karhunvatukkainen, kirsikkainen, mausteinen";"pullo";"14.5";"1563.13"
"934133";"Zuccardi Finca Piedra Infinita Supercal 2016";"0.75";"199.00";"265.33";"punaviinit";"Täyteläinen, keskitanniininen, karhunvatukkainen, yrttinen, tumman kirsikkainen";"pullo";"14.0";"1895.24"
"431567";"Zuccardi Q Cabernet Sauvignon 2014";"0.75";"18.99";"25.19";"punaviinit";"Täyteläinen, tanniininen, karhunvatukkainen, mustaherukkainen, kuivatun luumuinen, tamminen, paahteinen";"pullo";"14.5";"174.62"
"948927";"Zuccardi Q Malbec 2015";"0.75";"18.98";"25.31";"punaviinit";"Täyteläinen, keskitanniininen, marjainen, mausteinen";"pullo";"14.5";"174.53"
"934397";"Zuccardi Serie A Malbec 2016";"0.75";"13.99";"18.65";"punaviinit";"Keskitäyteläinen, keskitanniininen, karpaloinen, mausteinen, aromikas";"pullo";"13.0";"143.49"
"915083";"Ecologica Reserve Organic Shiraz Malbec 2019";"0.75";"10.48";"13.84";"punaviinit";"Täyteläinen, keskitanniininen, kirsikkainen, herukkainen, karhunvatukkahilloinen";"pullo";"13.0";"107.49"
"932237";"Elsa Bianchi Syrah 2016";"0.75";"10.11";"13.35";"punaviinit";"Keskitäyteläinen, keskitanniininen, marjainen, mausteinen";"pullo";"13.5";"99.85"
"906458";"Fair & Square Red 2019 kartonkitölkki";"1.0";"10.49";"10.49";"punaviinit";"Keskitäyteläinen, keskitanniininen, karhunvatukkainen, mustikkainen, kypsän karpaloinen, kevyen yrttinen, mausteinen";"kartonkitölkki";"13.5";"77.7"
"445337";"Finca Las Moras Organico Syrah Cabernet Sauvignon 2019";"0.75";"8.99";"11.85";"punaviinit";"Täyteläinen, tanniininen, kypsän karpaloinen, karhunvatukkainen, kirsikkainen, mausteinen";"pullo";"13.5";"88.79"
"927447";"Kaiken Cabernet Sauvignon 2018";"0.75";"11.99";"15.85";"punaviinit";"Täyteläinen, tanniininen, mausteinen, yrttinen, tamminen";"pullo";"14.0";"114.19"
"935847";"Kaiken Ultra Malbec 2018";"0.75";"19.99";"26.52";"punaviinit";"Täyteläinen, tanniininen, mustaherukkainen, kirsikkahilloinen, mustikkainen, karpaloinen, tamminen";"pullo";"14.5";"183.82"
"924858";"La Chaya Cabernet Sauvignon 2019";"0.75";"9.89";"13.05";"punaviinit";"Täyteläinen, keskitanniininen, marjainen, mausteinen, suklainen";"pullo";"13.0";"101.44"
"951667";"Raza Selection Malbec Shiraz Organic 2017";"0.75";"13.99";"18.52";"punaviinit";"Täyteläinen, keskitanniininen, herukkainen, boysenmarjainen, taatelinen, neilikkainen";"pullo";"13.0";"143.49"
"944197";"Terrazas de los Andes Altos del Plata Malbec 2017";"0.75";"16.91";"22.41";"punaviinit";"Täyteläinen, tanniininen, marjainen, tamminen, aromikas";"pullo";"13.5";"167.01"
"911007";"Terrazas de los Andes Malbec 2018";"0.75";"25.51";"33.88";"punaviinit";"Täyteläinen, tanniininen, marjainen, mausteinen, aromikas";"pullo";"14.0";"242.95"
"909007";"Tito Zuccardi Paraje Altamira 2018";"0.75";"29.98";"39.97";"punaviinit";"Täyteläinen, tanniininen, kirsikkainen, luumuinen, yrttinen";"pullo";"14.0";"285.52"
"413868";"Trapiche Zaphy Organic Red Blend 2020 kartonkitölkki";"1.0";"9.98";"9.98";"punaviinit";"Täyteläinen, keskitanniininen, herukkainen, kirsikkainen, karhunvatukkainen, mausteinen, hennon kukkainen";"kartonkitölkki";"13.5";"73.93"
"416797";"Del Fin del Mundo Pinot Noir Reserva 2014";"0.75";"15.00";"19.87";"punaviinit";"Keskitäyteläinen, keskitanniininen, hapankirsikkainen, karpaloinen, kevyen kukkainen, mausteinen";"pullo";"13.5";"148.15"
"478937";"Mastermind Pinot Noir 2017";"0.75";"10.29";"13.59";"punaviinit";"Keskitäyteläinen, keskitanniininen, vadelmainen, hapankirsikkainen, kevyen boysenmarjainen, mausteinen";"pullo";"14.5";"94.62"
"490857";"Altaland Cabernet Sauvignon 2016";"0.75";"14.49";"19.19";"punaviinit";"Täyteläinen, keskitanniininen, herukkainen, karhunvatukkainen, tumman kirsikkainen, hennon kukkainen, mausteinen, tasapainoinen";"pullo";"14.0";"138.0"
"498657";"Don David Malbec Reserve 2019";"0.75";"12.98";"17.17";"punaviinit";"Täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, luumuinen, kevyen mokkainen, paahteinen";"pullo";"14.0";"123.62"
"952897";"El Esteco Altimus 2012";"0.75";"37.98";"50.64";"punaviinit";"Erittäin täyteläinen, tanniininen, tumman kirsikkainen, karhunvatukkainen, mausteinen";"pullo";"15.0";"337.6"
"903248";"El Esteco Chañar Punco 2014";"0.75";"51.99";"69.32";"punaviinit";"Erittäin täyteläinen, tanniininen, karhunvatukkainen, mausteinen, tumman kirsikkainen";"pullo";"14.5";"478.07"
"939417";"El Esteco Fincas Notables Malbec 2015";"0.75";"32.98";"43.97";"punaviinit";"Täyteläinen, keskitanniininen, tumman kirsikkainen, karhunvatukkahilloinen, aromikas";"pullo";"14.5";"303.26"
"478137";"Michel Torino Cuma Organic Malbec 2020";"0.75";"9.98";"13.17";"punaviinit";"Täyteläinen, keskitanniininen, kypsän karpaloinen, mustikkainen, hapankirsikkainen, boysenmarjainen, kevyen lakritsinen";"pullo";"13.5";"98.57"
"459174";"Finca Las Moras Barrel Select Malbec 2018";"0.375";"5.78";"15.15";"punaviinit";"Täyteläinen, keskitanniininen, mustaherukkainen, kirsikkainen, vadelmainen, kevyen paahteinen";"pullo";"13.5";"114.17"
"423177";"Finca Las Moras Barrel Select Tannat Cabernet Sauvignon Petit Verdot 2017";"0.75";"8.99";"11.85";"punaviinit";"Keskitäyteläinen, keskitanniininen, herukkainen, tumman kirsikkainen, vadelmainen, mausteinen, kevyen paahteinen";"pullo";"13.5";"88.79"
"432277";"Finca Las Moras Black Label Malbec 2018";"0.75";"13.99";"18.52";"punaviinit";"Täyteläinen, tanniininen, tumman kirsikkainen, mustaherukkainen, viikunainen, suklainen, mausteinen";"pullo";"14.0";"133.24"
"439887";"Finca Las Moras Organico Malbec 2017";"0.75";"7.99";"10.52";"punaviinit";"Keskitäyteläinen, keskitanniininen, hapankirsikkainen, karpaloinen, mustikkahilloinen, kevyen lakritsinen";"pullo";"12.5";"85.23"
"418387";"Los Intocables Black Malbec 2019";"0.75";"14.98";"19.84";"punaviinit";"Erittäin täyteläinen, tanniininen, tumman kirsikkainen, luumuinen, suklainen, kevyen mokkainen, hennon yrttinen, tamminen, lämmin";"pullo";"13.5";"147.95"
"936737";"Love Cabernet Sauvignon";"0.75";"10.99";"14.52";"punaviinit";"Täyteläinen, keskitanniininen, hapankirsikkainen, karhunvatukkainen, herukkainen, mausteinen, kevyen yrttinen";"pullo";"13.5";"108.54"
"410817";"Lunaris Malbec Syrah 2020";"0.75";"10.10";"13.33";"punaviinit";"Täyteläinen, tanniininen, tumman kirsikkainen, mustaherukkainen, luumuinen, hennon minttuinen, mausteinen, kevyen tamminen";"pullo";"13.5";"99.75"
"919387";"Tussock Jumper Malbec 2020";"0.75";"12.98";"17.31";"punaviinit";"Täyteläinen, keskitanniininen, luumuinen, mustaherukkainen";"pullo";"13.0";"133.13"
"422497";"Caro 2015";"0.75";"54.99";"73.32";"punaviinit";"Täyteläinen, tanniininen, karhunvatukkainen, tumman kirsikkainen, luumuinen, suklainen, mausteinen, tamminen, ryhdikäs, pitkä";"pullo";"14.0";"523.71"
"448827";"Trapiche Extravaganza Red Blend 2019";"0.75";"11.99";"15.85";"punaviinit";"Keskitäyteläinen, keskitanniininen, karhunvatukkainen, kirsikkahilloinen, mokkainen, maitosuklainen";"pullo";"13.0";"122.97"
"933627";"19 Crimes Red wine 2019";"0.75";"13.69";"18.12";"punaviinit";"Täyteläinen, keskitanniininen, metsämarjainen, mustikkahilloinen, vaniljainen, suklainen, kevyen mokkainen";"pullo";"14.0";"130.38"
"428587";"19 Crimes The Uprising 2019";"0.75";"14.68";"19.44";"punaviinit";"Täyteläinen, keskitanniininen, tumman kirsikkainen, boysenmarjahilloinen, luumuinen, suklainen, kevyen vaniljainen, tamminen, lämmin";"pullo";"14.5";"134.99"
"402767";"Baron Von Nemesis Shiraz 2018";"0.75";"18.63";"24.71";"punaviinit";"Erittäin täyteläinen, tanniininen, luumuinen, herukkainen, kirsikkahilloinen, tummasuklainen, hennon mokkainen, lämmin";"pullo";"14.5";"171.31"
"944507";"Berry Love Day Organic 2017";"0.75";"11.87";"15.69";"punaviinit";"Täyteläinen, keskitanniininen, karhunvatukkahilloinen, mustikkainen, tummasuklainen, yrttinen";"pullo";"13.5";"117.23"
